OG	cog_id	Term	Category
OG0011555	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011556	V	Defense mechanisms	Cellular processes and signaling
OG0011556	W	Extracellular structures	Cellular processes and signaling
OG0011557	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011559	S	Function unknown	Poorly characterized
OG0011560	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011561	S	Function unknown	Poorly characterized
OG0011563	S	Function unknown	Poorly characterized
OG0011564	G	Carbohydrate transport and metabolism	Metabolism
OG0011565	S	Function unknown	Poorly characterized
OG0011566	P	Inorganic ion transport and metabolism	Metabolism
OG0011567	S	Function unknown	Poorly characterized
OG0011570	S	Function unknown	Poorly characterized
OG0011571	S	Function unknown	Poorly characterized
OG0011572	S	Function unknown	Poorly characterized
OG0011573	K	Transcription	Information storage and processing
OG0011577	S	Function unknown	Poorly characterized
OG0011578	K	Transcription	Information storage and processing
OG0011579	K	Transcription	Information storage and processing
OG0011580	K	Transcription	Information storage and processing
OG0011582	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0011586	B	Chromatin structure and dynamics	Information storage and processing
OG0011588	G	Carbohydrate transport and metabolism	Metabolism
OG0011589	V	Defense mechanisms	Cellular processes and signaling
OG0011589	W	Extracellular structures	Cellular processes and signaling
OG0011590	S	Function unknown	Poorly characterized
OG0011591	Q	Secondary metabolites biosynthesis, transport and catabolism	Metabolism
OG0011592	S	Function unknown	Poorly characterized
OG0011593	S	Function unknown	Poorly characterized
OG0011594	S	Function unknown	Poorly characterized
OG0011595	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011596	S	Function unknown	Poorly characterized
OG0011597	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0011598	A	RNA processing and modification	Information storage and processing
OG0011600	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011602	G	Carbohydrate transport and metabolism	Metabolism
OG0011603	E	Amino acid transport and metabolism	Metabolism
OG0011604	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011605	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011606	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011607	S	Function unknown	Poorly characterized
OG0011608	S	Function unknown	Poorly characterized
OG0011609	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011612	L	Replication, recombination and repair	Information storage and processing
OG0011616	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011618	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011619	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011620	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011621	Z	Cytoskeleton	Cellular processes and signaling
OG0011622	S	Function unknown	Poorly characterized
OG0011623	S	Function unknown	Poorly characterized
OG0011624	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011625	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011627	K	Transcription	Information storage and processing
OG0011628	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011629	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011629	V	Defense mechanisms	Cellular processes and signaling
OG0011630	G	Carbohydrate transport and metabolism	Metabolism
OG0011632	S	Function unknown	Poorly characterized
OG0011633	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011635	V	Defense mechanisms	Cellular processes and signaling
OG0011635	W	Extracellular structures	Cellular processes and signaling
OG0011637	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011637	V	Defense mechanisms	Cellular processes and signaling
OG0011640	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011641	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011643	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011644	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011646	S	Function unknown	Poorly characterized
OG0011647	S	Function unknown	Poorly characterized
OG0011648	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011649	K	Transcription	Information storage and processing
OG0011650	S	Function unknown	Poorly characterized
OG0011651	K	Transcription	Information storage and processing
OG0011652	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011654	B	Chromatin structure and dynamics	Information storage and processing
OG0011656	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011657	S	Function unknown	Poorly characterized
OG0011658	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011663	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011665	S	Function unknown	Poorly characterized
OG0011666	K	Transcription	Information storage and processing
OG0011667	S	Function unknown	Poorly characterized
OG0011669	S	Function unknown	Poorly characterized
OG0011672	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011674	K	Transcription	Information storage and processing
OG0011677	S	Function unknown	Poorly characterized
OG0011678	K	Transcription	Information storage and processing
OG0011679	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011679	V	Defense mechanisms	Cellular processes and signaling
OG0011680	E	Amino acid transport and metabolism	Metabolism
OG0011680	P	Inorganic ion transport and metabolism	Metabolism
OG0011680	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011682	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011683	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011684	S	Function unknown	Poorly characterized
OG0011686	A	RNA processing and modification	Information storage and processing
OG0011688	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011689	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011690	B	Chromatin structure and dynamics	Information storage and processing
OG0011691	A	RNA processing and modification	Information storage and processing
OG0011692	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011693	K	Transcription	Information storage and processing
OG0011696	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011697	K	Transcription	Information storage and processing
OG0011699	K	Transcription	Information storage and processing
OG0011699	L	Replication, recombination and repair	Information storage and processing
OG0011699	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011701	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011702	C	Energy production and conversion	Metabolism
OG0011704	S	Function unknown	Poorly characterized
OG0011705	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011706	A	RNA processing and modification	Information storage and processing
OG0011707	P	Inorganic ion transport and metabolism	Metabolism
OG0011709	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011710	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011711	L	Replication, recombination and repair	Information storage and processing
OG0011712	S	Function unknown	Poorly characterized
OG0011713	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011715	S	Function unknown	Poorly characterized
OG0011716	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011717	S	Function unknown	Poorly characterized
OG0011718	L	Replication, recombination and repair	Information storage and processing
OG0011719	S	Function unknown	Poorly characterized
OG0011720	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011722	L	Replication, recombination and repair	Information storage and processing
OG0011724	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011725	S	Function unknown	Poorly characterized
OG0011726	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011727	S	Function unknown	Poorly characterized
OG0011728	S	Function unknown	Poorly characterized
OG0011729	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011730	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011730	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011731	L	Replication, recombination and repair	Information storage and processing
OG0011732	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011733	S	Function unknown	Poorly characterized
OG0011734	S	Function unknown	Poorly characterized
OG0011735	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011736	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0011736	Z	Cytoskeleton	Cellular processes and signaling
OG0011738	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011740	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011741	S	Function unknown	Poorly characterized
OG0011743	G	Carbohydrate transport and metabolism	Metabolism
OG0011747	S	Function unknown	Poorly characterized
OG0011748	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0011749	G	Carbohydrate transport and metabolism	Metabolism
OG0011750	B	Chromatin structure and dynamics	Information storage and processing
OG0011751	S	Function unknown	Poorly characterized
OG0011752	S	Function unknown	Poorly characterized
OG0011753	S	Function unknown	Poorly characterized
OG0011754	S	Function unknown	Poorly characterized
OG0011756	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011757	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011758	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011759	S	Function unknown	Poorly characterized
OG0011760	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011761	S	Function unknown	Poorly characterized
OG0011762	L	Replication, recombination and repair	Information storage and processing
OG0011763	B	Chromatin structure and dynamics	Information storage and processing
OG0011763	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0011764	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011764	W	Extracellular structures	Cellular processes and signaling
OG0011765	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011767	L	Replication, recombination and repair	Information storage and processing
OG0011774	S	Function unknown	Poorly characterized
OG0011775	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011775	V	Defense mechanisms	Cellular processes and signaling
OG0011776	I	Lipid transport and metabolism	Metabolism
OG0011777	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011778	S	Function unknown	Poorly characterized
OG0011779	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011781	K	Transcription	Information storage and processing
OG0011782	S	Function unknown	Poorly characterized
OG0011783	S	Function unknown	Poorly characterized
OG0011784	S	Function unknown	Poorly characterized
OG0011785	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011787	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011787	V	Defense mechanisms	Cellular processes and signaling
OG0011788	I	Lipid transport and metabolism	Metabolism
OG0011789	E	Amino acid transport and metabolism	Metabolism
OG0011790	S	Function unknown	Poorly characterized
OG0011791	P	Inorganic ion transport and metabolism	Metabolism
OG0011792	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011794	S	Function unknown	Poorly characterized
OG0011795	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011796	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011797	S	Function unknown	Poorly characterized
OG0011798	S	Function unknown	Poorly characterized
OG0011802	S	Function unknown	Poorly characterized
OG0011806	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011807	S	Function unknown	Poorly characterized
OG0011808	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0011811	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011814	S	Function unknown	Poorly characterized
OG0011816	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011817	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011817	V	Defense mechanisms	Cellular processes and signaling
OG0011818	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011820	K	Transcription	Information storage and processing
OG0011821	S	Function unknown	Poorly characterized
OG0011822	S	Function unknown	Poorly characterized
OG0011824	K	Transcription	Information storage and processing
OG0011826	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011827	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011830	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011831	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011834	K	Transcription	Information storage and processing
OG0011835	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011836	B	Chromatin structure and dynamics	Information storage and processing
OG0011837	P	Inorganic ion transport and metabolism	Metabolism
OG0011837	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011838	S	Function unknown	Poorly characterized
OG0011839	S	Function unknown	Poorly characterized
OG0011840	K	Transcription	Information storage and processing
OG0011841	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011842	S	Function unknown	Poorly characterized
OG0011843	S	Function unknown	Poorly characterized
OG0011845	S	Function unknown	Poorly characterized
OG0011846	S	Function unknown	Poorly characterized
OG0011847	F	Nucleotide transport and metabolism	Metabolism
OG0011848	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011849	S	Function unknown	Poorly characterized
OG0011850	B	Chromatin structure and dynamics	Information storage and processing
OG0011850	K	Transcription	Information storage and processing
OG0011853	L	Replication, recombination and repair	Information storage and processing
OG0011855	P	Inorganic ion transport and metabolism	Metabolism
OG0011855	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011856	S	Function unknown	Poorly characterized
OG0011858	C	Energy production and conversion	Metabolism
OG0011860	S	Function unknown	Poorly characterized
OG0011861	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011862	S	Function unknown	Poorly characterized
OG0011863	P	Inorganic ion transport and metabolism	Metabolism
OG0011864	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011867	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011868	S	Function unknown	Poorly characterized
OG0011869	K	Transcription	Information storage and processing
OG0011870	S	Function unknown	Poorly characterized
OG0011872	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011875	S	Function unknown	Poorly characterized
OG0011878	S	Function unknown	Poorly characterized
OG0011879	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011880	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011881	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011881	V	Defense mechanisms	Cellular processes and signaling
OG0011883	K	Transcription	Information storage and processing
OG0011884	S	Function unknown	Poorly characterized
OG0011885	P	Inorganic ion transport and metabolism	Metabolism
OG0011886	S	Function unknown	Poorly characterized
OG0011887	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011888	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011888	V	Defense mechanisms	Cellular processes and signaling
OG0011890	K	Transcription	Information storage and processing
OG0011891	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011893	S	Function unknown	Poorly characterized
OG0011895	K	Transcription	Information storage and processing
OG0011896	S	Function unknown	Poorly characterized
OG0011897	S	Function unknown	Poorly characterized
OG0011898	Z	Cytoskeleton	Cellular processes and signaling
OG0011899	S	Function unknown	Poorly characterized
OG0011900	P	Inorganic ion transport and metabolism	Metabolism
OG0011901	S	Function unknown	Poorly characterized
OG0011902	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011903	B	Chromatin structure and dynamics	Information storage and processing
OG0011904	S	Function unknown	Poorly characterized
OG0011905	S	Function unknown	Poorly characterized
OG0011906	Z	Cytoskeleton	Cellular processes and signaling
OG0011907	S	Function unknown	Poorly characterized
OG0011908	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0011909	S	Function unknown	Poorly characterized
OG0011910	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011911	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011912	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011913	S	Function unknown	Poorly characterized
OG0011914	E	Amino acid transport and metabolism	Metabolism
OG0011915	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011916	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011918	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0011919	C	Energy production and conversion	Metabolism
OG0011920	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011921	S	Function unknown	Poorly characterized
OG0011924	L	Replication, recombination and repair	Information storage and processing
OG0011926	I	Lipid transport and metabolism	Metabolism
OG0011927	K	Transcription	Information storage and processing
OG0011927	L	Replication, recombination and repair	Information storage and processing
OG0011927	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011929	S	Function unknown	Poorly characterized
OG0011930	S	Function unknown	Poorly characterized
OG0011931	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011932	P	Inorganic ion transport and metabolism	Metabolism
OG0011932	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011934	S	Function unknown	Poorly characterized
OG0011935	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011939	S	Function unknown	Poorly characterized
OG0011940	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011941	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011943	S	Function unknown	Poorly characterized
OG0011944	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011944	V	Defense mechanisms	Cellular processes and signaling
OG0011945	S	Function unknown	Poorly characterized
OG0011946	L	Replication, recombination and repair	Information storage and processing
OG0011948	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011948	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011950	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011955	F	Nucleotide transport and metabolism	Metabolism
OG0011956	S	Function unknown	Poorly characterized
OG0011957	S	Function unknown	Poorly characterized
OG0011958	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011960	E	Amino acid transport and metabolism	Metabolism
OG0011961	F	Nucleotide transport and metabolism	Metabolism
OG0011962	S	Function unknown	Poorly characterized
OG0011963	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0011964	S	Function unknown	Poorly characterized
OG0011965	S	Function unknown	Poorly characterized
OG0011966	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0011968	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011969	S	Function unknown	Poorly characterized
OG0011971	S	Function unknown	Poorly characterized
OG0011972	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011974	K	Transcription	Information storage and processing
OG0011975	S	Function unknown	Poorly characterized
OG0011977	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011979	K	Transcription	Information storage and processing
OG0011981	S	Function unknown	Poorly characterized
OG0011985	B	Chromatin structure and dynamics	Information storage and processing
OG0011985	K	Transcription	Information storage and processing
OG0011987	W	Extracellular structures	Cellular processes and signaling
OG0011989	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011990	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0011992	W	Extracellular structures	Cellular processes and signaling
OG0011993	S	Function unknown	Poorly characterized
OG0011994	T	Signal transduction mechanisms	Cellular processes and signaling
OG0011995	P	Inorganic ion transport and metabolism	Metabolism
OG0011999	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012001	S	Function unknown	Poorly characterized
OG0012003	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012004	S	Function unknown	Poorly characterized
OG0012005	A	RNA processing and modification	Information storage and processing
OG0012006	S	Function unknown	Poorly characterized
OG0012008	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0012009	S	Function unknown	Poorly characterized
OG0012010	S	Function unknown	Poorly characterized
OG0012011	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0012012	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012015	Z	Cytoskeleton	Cellular processes and signaling
OG0012016	L	Replication, recombination and repair	Information storage and processing
OG0012017	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012017	W	Extracellular structures	Cellular processes and signaling
OG0012021	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012024	E	Amino acid transport and metabolism	Metabolism
OG0012026	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012028	K	Transcription	Information storage and processing
OG0012029	A	RNA processing and modification	Information storage and processing
OG0012030	L	Replication, recombination and repair	Information storage and processing
OG0012031	S	Function unknown	Poorly characterized
OG0012034	S	Function unknown	Poorly characterized
OG0012035	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012036	S	Function unknown	Poorly characterized
OG0012039	P	Inorganic ion transport and metabolism	Metabolism
OG0012039	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012040	S	Function unknown	Poorly characterized
OG0012041	S	Function unknown	Poorly characterized
OG0012042	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012043	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012044	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012045	B	Chromatin structure and dynamics	Information storage and processing
OG0012045	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0012046	L	Replication, recombination and repair	Information storage and processing
OG0012047	S	Function unknown	Poorly characterized
OG0012048	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012049	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012049	V	Defense mechanisms	Cellular processes and signaling
OG0012050	S	Function unknown	Poorly characterized
OG0012052	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0012053	S	Function unknown	Poorly characterized
OG0012054	E	Amino acid transport and metabolism	Metabolism
OG0012055	L	Replication, recombination and repair	Information storage and processing
OG0012056	S	Function unknown	Poorly characterized
OG0012057	S	Function unknown	Poorly characterized
OG0012058	S	Function unknown	Poorly characterized
OG0012059	A	RNA processing and modification	Information storage and processing
OG0012060	S	Function unknown	Poorly characterized
OG0012061	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012062	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012064	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0012065	S	Function unknown	Poorly characterized
OG0012066	S	Function unknown	Poorly characterized
OG0012067	S	Function unknown	Poorly characterized
OG0012069	S	Function unknown	Poorly characterized
OG0012070	A	RNA processing and modification	Information storage and processing
OG0012071	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012072	S	Function unknown	Poorly characterized
OG0012073	S	Function unknown	Poorly characterized
OG0012074	S	Function unknown	Poorly characterized
OG0012075	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012077	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012078	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012079	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012081	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012082	S	Function unknown	Poorly characterized
OG0012083	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012085	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0012086	S	Function unknown	Poorly characterized
OG0012087	C	Energy production and conversion	Metabolism
OG0012088	V	Defense mechanisms	Cellular processes and signaling
OG0012088	W	Extracellular structures	Cellular processes and signaling
OG0012089	I	Lipid transport and metabolism	Metabolism
OG0012090	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012092	S	Function unknown	Poorly characterized
OG0012096	K	Transcription	Information storage and processing
OG0012096	L	Replication, recombination and repair	Information storage and processing
OG0012096	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012101	C	Energy production and conversion	Metabolism
OG0012103	S	Function unknown	Poorly characterized
OG0012104	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012105	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012106	K	Transcription	Information storage and processing
OG0012107	E	Amino acid transport and metabolism	Metabolism
OG0012108	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012109	S	Function unknown	Poorly characterized
OG0012110	S	Function unknown	Poorly characterized
OG0012112	F	Nucleotide transport and metabolism	Metabolism
OG0012113	S	Function unknown	Poorly characterized
OG0012114	I	Lipid transport and metabolism	Metabolism
OG0012116	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0012116	W	Extracellular structures	Cellular processes and signaling
OG0012117	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012118	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012119	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012120	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012121	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012122	S	Function unknown	Poorly characterized
OG0012123	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012125	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0012126	Z	Cytoskeleton	Cellular processes and signaling
OG0012127	P	Inorganic ion transport and metabolism	Metabolism
OG0012127	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012128	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012129	S	Function unknown	Poorly characterized
OG0012130	S	Function unknown	Poorly characterized
OG0012131	V	Defense mechanisms	Cellular processes and signaling
OG0012131	W	Extracellular structures	Cellular processes and signaling
OG0012132	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012133	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012135	S	Function unknown	Poorly characterized
OG0012136	G	Carbohydrate transport and metabolism	Metabolism
OG0012137	I	Lipid transport and metabolism	Metabolism
OG0012138	I	Lipid transport and metabolism	Metabolism
OG0012139	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012140	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012140	V	Defense mechanisms	Cellular processes and signaling
OG0012142	Z	Cytoskeleton	Cellular processes and signaling
OG0012144	I	Lipid transport and metabolism	Metabolism
OG0012148	L	Replication, recombination and repair	Information storage and processing
OG0012149	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012151	W	Extracellular structures	Cellular processes and signaling
OG0012153	S	Function unknown	Poorly characterized
OG0012154	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012154	V	Defense mechanisms	Cellular processes and signaling
OG0012161	Z	Cytoskeleton	Cellular processes and signaling
OG0012163	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012165	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012166	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012169	Z	Cytoskeleton	Cellular processes and signaling
OG0012170	S	Function unknown	Poorly characterized
OG0012171	S	Function unknown	Poorly characterized
OG0012173	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0012175	S	Function unknown	Poorly characterized
OG0012176	A	RNA processing and modification	Information storage and processing
OG0012178	A	RNA processing and modification	Information storage and processing
OG0012179	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012180	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012184	S	Function unknown	Poorly characterized
OG0012185	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0012185	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012185	Z	Cytoskeleton	Cellular processes and signaling
OG0012186	L	Replication, recombination and repair	Information storage and processing
OG0012188	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0012189	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012192	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012193	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012194	B	Chromatin structure and dynamics	Information storage and processing
OG0012195	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012197	I	Lipid transport and metabolism	Metabolism
OG0012198	S	Function unknown	Poorly characterized
OG0012199	Z	Cytoskeleton	Cellular processes and signaling
OG0012200	S	Function unknown	Poorly characterized
OG0012202	S	Function unknown	Poorly characterized
OG0012204	S	Function unknown	Poorly characterized
OG0012207	T	Signal transduction mechanisms	Cellular processes and signaling
OG0012207	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0012208	S	Function unknown	Poorly characterized
OG0012209	Z	Cytoskeleton	Cellular processes and signaling
OG0012211	S	Function unknown	Poorly characterized
OG0012212	Z	Cytoskeleton	Cellular processes and signaling
OG0012213	S	Function unknown	Poorly characterized
OG0012216	K	Transcription	Information storage and processing
OG0012217	Z	Cytoskeleton	Cellular processes and signaling
OG0012218	G	Carbohydrate transport and metabolism	Metabolism
OG0012219	S	Function unknown	Poorly characterized
